exp_id,rep,weather,start_point,end_point,result,initial_distance,final_distance,final_time,time_out,,
28,0,3,60,69,1,11052.70029,174.4358378,26.331,63.2332,20,50
28,0,3,38,10,0,13017.30293,1292.150299,63.2332,63.2332,20,50
28,0,3,21,1,1,5547.246278,168.6740808,15.276,39.574,20,50
28,0,3,58,71,1,14392.71202,195.4662471,34.371,78.0202,20,50
28,0,3,74,32,0,3986.474758,3986.484134,33.6592,33.6592,20,50
28,0,3,44,0,1,5966.615201,192.8900202,14.807,39.574,20,50
28,0,3,71,16,1,3635.097228,179.8299433,10.653,33.6592,20,50
28,0,3,14,24,1,9243.393276,182.1958839,30.552,51.4036,20,50
29,0,3,19,66,0,13725.40311,18227.70715,225.8902,225.8902,20,50
29,0,3,79,14,0,14827.70464,15457.23011,181.5292,181.5292,20,50
29,0,3,19,57,0,8244.995678,12186.72374,264.3364,264.3364,20,50
29,0,3,23,1,1,9135.900163,163.9742143,23.651,54.361,20,50
29,0,3,53,76,0,5457.223094,3731.30729,137.1682,137.1682,20,50
29,0,3,42,13,0,5522.653478,5994.7028,95.7646,95.7646,20,50
29,0,3,31,71,0,8946.938971,20974.52651,231.805,231.805,20,50
29,0,3,33,5,0,7886.740098,8842.839406,48.4462,48.4462,20,50
29,0,3,54,30,1,14039.95209,175.9426143,85.626,131.2534,20,50
29,0,3,10,61,0,8738.092755,8738.087269,148.9978,148.9978,20,50
30,0,6,38,34,1,10329.00195,185.1592992,20.77,45.4888,20,50
30,0,6,4,2,1,983,196.5584149,4.422,18.8722,20,50
30,0,6,12,10,1,7503.281549,194.7897467,21.976,36.6166,20,50
30,0,6,62,55,1,8287.002441,168.0183666,17.018,39.574,20,50
30,0,6,43,47,1,7482,197.9942714,15.477,36.6166,20,50
30,0,6,64,66,1,4218.001953,176.7221323,9.849,24.787,20,50
30,0,6,78,76,1,4121,196.5761023,9.916,30.7018,20,50
30,0,6,59,57,1,2988.001953,180.4056885,10.921,21.8296,20,50
30,0,6,61,18,1,11579,182.2041448,22.043,54.361,20,50
30,0,6,35,39,1,1559,190.4815527,5.226,15.9148,20,50
31,0,6,37,76,1,5890.084238,190.2877613,39.329,39.574,20,50
31,0,6,8,24,0,5798.451724,4256.83102,36.6166,36.6166,20,50
31,0,6,60,69,1,11052.70029,188.4997748,25.929,63.2332,20,50
31,0,6,38,10,1,13017.30293,197.3200844,62.846,63.2332,20,50
31,0,6,21,1,1,5547.246278,190.7374246,23.584,39.574,20,50
31,0,6,58,71,1,14392.71202,192.7040628,34.371,78.0202,20,50
31,0,6,74,32,1,3986.474758,181.0866743,14.941,33.6592,20,50
31,0,6,44,0,1,5966.615201,187.3792045,15.477,39.574,20,50
31,0,6,71,16,1,3635.097228,181.2732867,10.787,33.6592,20,50
31,0,6,14,24,1,9243.393276,169.0366551,24.053,51.4036,20,50
32,0,6,19,66,0,13725.40311,15187.00034,225.8902,225.8902,20,50
32,0,6,79,14,0,14827.70464,17141.52375,181.5292,181.5292,20,50
32,0,6,19,57,0,8244.995678,8802.634685,264.3364,264.3364,20,50
32,0,6,23,1,1,9135.900163,183.3726125,23.383,54.361,20,50
32,0,6,53,76,0,5457.223094,17728.14026,137.1682,137.1682,20,50
32,0,6,42,13,0,5522.653478,15744.6585,95.7646,95.7646,20,50
32,0,6,31,71,0,8946.938971,20673.3432,231.805,231.805,20,50
32,0,6,33,5,0,7886.740098,10954.5294,48.4462,48.4462,20,50
32,0,6,54,30,1,14039.95209,165.4851201,85.894,131.2534,20,50
32,0,6,10,61,1,8738.092755,193.8330267,84.822,148.9978,20,50
33,0,8,38,34,1,10329.00195,170.6208547,23.852,45.4888,20,50
33,0,8,4,2,1,983,187.1682824,4.422,18.8722,20,50
33,0,8,12,10,0,7503.281549,7503.283557,36.6166,36.6166,20,50
33,0,8,62,55,1,8287.002441,183.5537557,17.152,39.574,20,50
33,0,8,43,47,1,7482,192.916489,15.41,36.6166,20,50
33,0,8,64,66,1,4218.001953,197.1979755,9.782,24.787,20,50
33,0,8,78,76,1,4121,179.3818268,9.715,30.7018,20,50
33,0,8,59,57,1,2988.001953,163.8938326,6.164,21.8296,20,50
33,0,8,61,18,1,11579,188.9571948,23.584,54.361,20,50
33,0,8,35,39,1,1559,186.3925604,7.303,15.9148,20,50
34,0,8,37,76,1,5890.084238,193.3997914,18.827,39.574,20,50
34,0,8,8,24,1,5798.451724,184.2325092,16.415,36.6166,20,50
34,0,8,60,69,0,11052.70029,9615.159097,63.2332,63.2332,20,50
34,0,8,38,10,1,13017.30293,182.0786181,32.562,63.2332,20,50
34,0,8,21,1,1,5547.246278,173.8182582,15.008,39.574,20,50
34,0,8,58,71,1,14392.71202,163.2359192,34.505,78.0202,20,50
34,0,8,74,32,1,3986.474758,164.5323697,10.921,33.6592,20,50
34,0,8,44,0,1,5966.615201,173.9209566,16.616,39.574,20,50
34,0,8,71,16,1,3635.097228,182.4925761,12.194,33.6592,20,50
34,0,8,14,24,1,9243.393276,173.4835207,27.135,51.4036,20,50
35,0,8,19,66,1,13725.40311,167.5458836,122.811,225.8902,20,50
35,0,8,79,14,1,14827.70464,192.4385115,136.948,181.5292,20,50
35,0,8,19,57,1,8244.995678,192.1785827,141.504,264.3364,20,50
35,0,8,23,1,1,9135.900163,177.4049046,23.584,54.361,20,50
35,0,8,53,76,1,5457.223094,198.1955227,123.816,137.1682,20,50
35,0,8,42,13,1,5522.653478,195.3978951,86.631,95.7646,20,50
35,0,8,31,71,0,8946.938971,10319.56349,231.805,231.805,20,50
35,0,8,33,5,0,7886.740098,3336.868191,48.4462,48.4462,20,50
35,0,8,54,30,1,14039.95209,171.639388,85.626,131.2534,20,50
35,0,8,10,61,1,8738.092755,191.4750183,82.611,148.9978,20,50
