exp_id,rep,weather,start_point,end_point,result,initial_distance,final_distance,final_time,time_out,,
19,0,6,76,66,1,7811.423686,199.0737992,15.678,45.4888,20,50
19,0,6,46,39,1,7143.2242,177.157539,17.889,39.574,20,50
20,0,6,105,29,0,28044.94571,30674.80602,335.314,335.314,20,50
20,0,6,27,130,0,17494.69134,24097.63169,243.6346,243.6346,20,50
20,0,6,102,87,1,39180.74011,163.3084276,166.964,364.888,20,50
20,0,6,132,27,1,21656.7027,178.9289225,224.383,364.888,20,50
20,0,6,24,44,1,13482.32708,191.6511877,42.947,75.0628,20,50
20,0,6,96,26,1,14826,195.5257333,38.793,63.2332,20,50
20,0,6,34,67,1,38476.3895,189.6201959,140.7,190.4014,20,50
20,0,6,28,1,1,18389.9124,192.9498213,52.059,86.8924,20,50
20,0,6,140,134,0,21063.72327,14216.27163,104.6368,104.6368,20,50
20,0,6,105,9,0,25367.98134,7991.260647,187.444,187.444,20,50
21,0,8,36,40,1,7132,185.5288735,14.807,36.6166,20,50
21,0,8,39,35,1,7132,162.4124871,11.859,36.6166,20,50
21,0,8,110,114,1,6265.005108,165.8771827,13.467,30.7018,20,50
21,0,8,7,3,1,4638,167.366459,10.653,24.787,20,50
21,0,8,0,4,1,5477.061712,171.833054,11.993,27.7444,20,50
21,0,8,68,50,1,26154,190.4686975,45.359,104.6368,20,50
21,0,8,61,59,1,3471,194.203556,9.179,21.8296,20,50
21,0,8,47,64,1,25835,178.5124182,47.972,104.6368,20,50
21,0,8,147,90,1,18045,189.016388,36.448,75.0628,20,50
21,0,8,33,87,1,9960.097184,188.4314172,14.204,45.4888,20,50
22,0,8,138,17,1,10208.35972,179.1136222,26.398,57.3184,20,50
22,0,8,47,16,1,4750.866533,172.3725359,13.199,36.6166,20,50
22,0,8,26,9,1,7034.791722,180.2407138,20.033,42.5314,20,50
22,0,8,42,49,1,6391.949464,185.7636672,16.013,36.6166,20,50
22,0,8,140,124,1,5823.768282,179.5086014,15.544,36.6166,20,50
22,0,8,85,98,1,5187.104105,169.219562,13.534,33.6592,20,50
22,0,8,65,133,1,4033.868999,168.3463475,150.147,261.379,20,50
22,0,8,137,51,0,5133.075345,5238.093424,72.1054,72.1054,20,50
22,0,8,76,66,1,7811.423686,176.3069584,17.487,45.4888,20,50
22,0,8,46,39,1,7143.2242,198.0417706,17.889,39.574,20,50
23,0,8,105,29,1,28044.94571,182.9215768,179.761,335.314,20,50
23,0,8,27,130,0,17494.69134,19979.0544,243.6346,243.6346,20,50
23,0,8,102,87,1,39180.74011,170.2482882,180.632,364.888,20,50
23,0,8,132,27,1,21656.7027,199.9662267,259.022,364.888,20,50
23,0,8,24,44,1,13482.32708,176.8559475,48.709,75.0628,20,50
23,0,8,96,26,1,14826,186.0080246,31.155,63.2332,20,50
23,0,8,34,67,1,38476.3895,171.3089095,149.946,190.4014,20,50
23,0,8,28,1,1,18389.9124,184.7578483,43.081,86.8924,20,50
23,0,8,140,134,0,21063.72327,4726.021032,104.6368,104.6368,20,50
23,0,8,105,9,1,25367.98134,177.1915557,157.517,187.444,20,50
24,0,1,36,40,1,7132,173.5749682,14.807,36.6166,20,50
24,0,1,39,35,1,7132,171.160672,11.457,36.6166,20,50
24,0,1,110,114,1,6265.005108,192.9014671,17.554,30.7018,20,50
24,0,1,7,3,1,4638,173.3795743,12.06,24.787,20,50
24,0,1,0,4,1,5477.061712,168.6993921,12.06,27.7444,20,50
24,0,1,68,50,1,26154,183.408553,45.493,104.6368,20,50
24,0,1,61,59,1,3471,158.1201437,7.504,21.8296,20,50
24,0,1,47,64,0,25835,17077.33864,104.6368,104.6368,20,50
24,0,1,147,90,1,18045,182.8263376,61.707,75.0628,20,50
24,0,1,33,87,1,9960.097184,171.5949639,14.137,45.4888,20,50
25,0,1,138,17,0,10208.35972,1573.691549,57.3184,57.3184,20,50
25,0,1,47,16,1,4750.866533,171.0087795,14.405,36.6166,20,50
25,0,1,26,9,1,7034.791722,176.895078,22.914,42.5314,20,50
25,0,1,42,49,1,6391.949464,194.1175882,17.688,36.6166,20,50
25,0,1,140,124,1,5823.768282,168.2206103,15.41,36.6166,20,50
25,0,1,85,98,1,5187.104105,161.3280771,13.333,33.6592,20,50
25,0,1,65,133,1,4033.868999,163.1131585,148.539,261.379,20,50
25,0,1,137,51,1,5133.075345,173.7976327,40.2,72.1054,20,50
25,0,1,76,66,1,7811.423686,166.2436645,17.487,45.4888,20,50
25,0,1,46,39,0,7143.2242,5259.220058,39.574,39.574,20,50
26,0,1,105,29,1,28044.94571,180.826539,187.533,335.314,20,50
26,0,1,27,130,1,17494.69134,189.6635212,141.102,243.6346,20,50
26,0,1,102,87,1,39180.74011,199.5050876,165.557,364.888,20,50
26,0,1,132,27,1,21656.7027,191.2793449,203.613,364.888,20,50
26,0,1,24,44,1,13482.32708,176.8877081,57.285,75.0628,20,50
26,0,1,96,26,1,14826,195.2354237,36.314,63.2332,20,50
26,0,1,34,67,1,38476.3895,196.7841288,142.107,190.4014,20,50
26,0,1,28,1,1,18389.9124,185.5033278,67.938,86.8924,20,50
26,0,1,140,134,0,21063.72327,14966.98078,104.6368,104.6368,20,50
26,0,1,105,9,1,25367.98134,192.8571251,158.321,187.444,20,50
27,0,3,36,40,1,7132,184.7832211,15.276,36.6166,20,50
27,0,3,39,35,1,7132,170.5308998,10.854,36.6166,20,50
27,0,3,110,114,1,6265.005108,167.4586897,13.467,30.7018,20,50
