exp_id,rep,weather,start_point,end_point,result,initial_distance,final_distance,final_time,time_out,,,,,
4,0,3,60,69,0,11052.70029,2875.473528,63.2332,63.2332,100,150,1,0.1,30
4,0,3,38,10,0,13017.30293,1348.865429,63.2332,63.2332,100,150,1,0.1,30
4,0,3,21,1,0,5547.246278,4414.698468,39.574,39.574,100,150,1,0.1,30
5,0,3,19,66,0,13725.40311,16497.56326,225.8902,225.8902,100,150,1,0.1,30
5,0,3,79,14,0,14827.70464,14827.69091,181.5292,181.5292,100,150,1,0.1,30
5,0,3,19,57,0,8244.995678,9320.199274,264.3364,264.3364,100,150,1,0.1,30
5,0,3,23,1,0,9135.900163,4543.297764,54.361,54.361,100,150,1,0.1,30
5,0,3,53,76,0,5457.223094,15189.10877,137.1682,137.1682,100,150,1,0.1,30
6,0,6,38,34,0,10329.00195,5551.014138,45.4888,45.4888,100,150,1,0.1,30
6,0,6,4,2,1,983,180.062342,4.623,18.8722,100,150,1,0.1,30
6,0,6,12,10,0,7503.281549,1401.297338,36.6166,36.6166,100,150,1,0.1,30
6,0,6,62,55,0,8287.002441,724.1603404,39.574,39.574,100,150,1,0.1,30
6,0,6,43,47,1,7482,190.4193855,13.601,36.6166,100,150,1,0.1,30
7,0,6,37,76,0,5890.084238,5890.099972,39.574,39.574,100,150,1,0.1,30
7,0,6,8,24,0,5798.451724,5797.05057,36.6166,36.6166,100,150,1,0.1,30
7,0,6,60,69,0,11052.70029,3040.258773,63.2332,63.2332,100,150,1,0.1,30
7,0,6,38,10,0,13017.30293,7010.644116,63.2332,63.2332,100,150,1,0.1,30
7,0,6,21,1,0,5547.246278,4482.748204,39.574,39.574,100,150,1,0.1,30
8,0,6,19,66,0,13725.40311,16410.4404,225.8902,225.8902,100,150,1,0.1,30
8,0,6,79,14,0,14827.70464,20508.43174,181.5292,181.5292,100,150,1,0.1,30
8,0,6,19,57,0,8244.995678,9076.336315,264.3364,264.3364,100,150,1,0.1,30
8,0,6,23,1,0,9135.900163,3313.576158,54.361,54.361,100,150,1,0.1,30
8,0,6,53,76,0,5457.223094,15387.11964,137.1682,137.1682,100,150,1,0.1,30
9,0,8,38,34,0,10329.00195,7859.182268,45.4888,45.4888,100,150,1,0.1,30
9,0,8,4,2,1,983,170.9494784,4.891,18.8722,100,150,1,0.1,30
9,0,8,12,10,0,7503.281549,7503.283561,36.6166,36.6166,100,150,1,0.1,30
9,0,8,62,55,1,8287.002441,167.6342936,19.229,39.574,100,150,1,0.1,30
9,0,8,43,47,1,7482,159.1079133,11.323,36.6166,100,150,1,0.1,30
10,0,8,37,76,0,5890.084238,5285.435614,39.574,39.574,100,150,1,0.1,30
10,0,8,8,24,0,5798.451724,4885.568308,36.6166,36.6166,100,150,1,0.1,30
10,0,8,60,69,0,11052.70029,3579.52274,63.2332,63.2332,100,150,1,0.1,30
10,0,8,38,10,0,13017.30293,13017.30613,63.2332,63.2332,100,150,1,0.1,30
10,0,8,21,1,0,5547.246278,4428.17383,39.574,39.574,100,150,1,0.1,30
11,0,8,19,66,0,13725.40311,16540.29447,225.8902,225.8902,100,150,1,0.1,30
11,0,8,79,14,0,14827.70464,17655.47998,181.5292,181.5292,100,150,1,0.1,30
